"ASVs","2014F-GULD04-100mL","2014F-GULD04-100mS","2014F-GULD04-1mS","2014F-GULD04-20mL","2014F-GULD04-20mS","2014F-GULD04-250mL","2014F-GULD04-250mS","2014S-GULD04-100mL","2014S-GULD04-100mS","2014S-GULD04-1mS","2014S-GULD04-20mL","2014S-GULD04-20mS","2014S-GULD04-250mL","2014S-GULD04-250mS","2016F-GULD4-100m-L","2016F-GULD4-100m-S","2016F-GULD4-1m-L","2016F-GULD4-1m-S","2016F-GULD4-20m-L","2016F-GULD4-20m-S","2016F-GULD4-250m-L","2016F-GULD4-250m-S","2016S-GULD3-1m-L","2016S-GULD3-1m-S","2016S-GULD3-20m-L","2016S-GULD3-20m-S","2016S-GULD3-40m-L","2016S-GULD3-40m-S","2016S-GULD3-80m-L","2016S-GULD3-80m-S","2017F-GULD04-1mL","2017F-GULD04-1mS","2017F-GULD04-20mL","2017F-GULD04-20mS","2017F-GULD04-250mL","2017F-GULD04-250mS","2017F-GULD04-60mL","2017F-GULD04-60mS","2017S-GULD04-1mL","2017S-GULD04-1mS","2017S-GULD04-20mL","2017S-GULD04-20mS","2017S-GULD04-250mL","2017S-GULD04-250mS","2017S-GULD04-60mL","2017S-GULD04-60mS","2018F-SG23-1mS","2018F-SG23-20mL","2018F-SG23-20mS","2018F-SG23-250mL","2018F-SG23-250mS","2018F-SG23-60mL","2018F-SG23-60mS","2018S-GULD04-250mL","2018S-GULD04-250mS","2018S-GULD04-60mL","2019S-GULD04-250mL","2019S-GULD04-250mS","2019S-GULD04-60mS"
"33ba4d90d4de40b46806f68fb3c63960",0,16,25,0,20,0,0,0,19,46,0,21,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,80,0,36,0,0,0,0,20,0,0,0,0,0,0,6,0,0,0,0,0
"e61610fcc9badd64337ee963229b7bb9",0,0,0,0,0,0,0,0,0,189,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c9347ba633570ad48614f80f741522e2",0,7,7,23,5,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,112,0,16,0,0,0,0,0,0,0,0,0,0
"d97bf5ad90b56f49343644aac88242ce",0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0
"a4f35edb10f7da83e87a1d816e567b75",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,70,22,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,50,0,0,0,0,0,0,0,48,0,67,0,0,0,0,0,0,0,0,0,0,0,0
"89b0c0241217114dff74a4cee14f7cfe",0,0,0,0,0,0,75,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,53,0,0,0,0,0,0,11,0,0,0,0,0,0,12,0
"890c43bb9e7efd3170de540b50da4b04",0,0,0,0,0,61,0,0,0,0,0,0,51,11,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,17,0,0,0,0,0,0,63,0,0,0,11,0,0,11,0,0
"5f47dea876c8eb712c9f8588e1db0225",0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,56,0,0,0,0
"8421dd371752af4cb6940fedde646ce2",0,26,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,226,0,0,0,0,0,0
"5c9bf4b3c1e6a40c19f806ff21c29079",0,0,0,0,0,0,0,0,0,175,12,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,55,0,0
"07a6aea2f3d5d1b47a1a3c15b47587e9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
"39e384b95ad655761be887c417323a34",0,55,0,0,0,0,0,0,33,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,32,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0
"bab944dcfb595960885887a7b9cf15dd",0,5,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,48,0,0,0,108,0,27,0,0,0,0
"44475c281dd17853daecfbfa76652c10",0,0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0
"3dacfcbfe83c63987518ee237ed9df40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,9,0,0,0,0,0,0,0,13,0,0,0,94,33,0,51,0,4,0,0,0,0
"f9bb5f8f1a24f7b63066ca3dbc62508b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,106,0,52,0,0,0,0,0,0,0,0,0,0,0,0,108,0,31,0,0,0,0,0,0,0,0,0,0
"d041b31583efe7d1c22097d61b36a5a2",0,0,0,0,0,0,0,0,7,99,8,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,50,0,49,0,0,0,0,9,0,29,0,0,0,0,0,0,0,0,0,0
"fb61ab15c5015d2a0a0732d90d6e96bf",16,13,7,0,0,19,5,0,13,0,0,0,26,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,128,0,0,37,0,0,0,28,0,0,0,0,0
"9dc1e9735bbcdbf8727aa70878a5c3bc",0,0,0,0,0,0,0,0,14,31,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,17,0,13,0,0
"724391fd9f1b2469b9fa7b41abb8d6da",0,0,0,0,0,0,0,0,0,0,4,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,0,0,0,0,0,0,0,0,0
"9f301f23f09e7d8d77888d4c85e3db6d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,113,9,53,0,0,0,0,0,32,10,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"e5b1d20419454eef4ebfd81fc601d4da",0,0,0,0,0,0,0,0,0,186,57,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ba1e8f1fd88ecdf8fc59612d64a5e33f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0
"1846e3476618b99ef894de07c32a9d07",0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,0,35,0,0,0,0,0,0,0,0,0,0
"4fe3fcf868bdb1173a658e872cc69631",0,89,0,0,0,0,10,0,47,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,97,0,13,0,0,0,23,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
"fa24505be06d765c8fc01b916eedb7a5",0,10,0,0,0,0,0,0,0,181,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16171bc27dd300ad12beae225b161e57",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,11,28,82,54,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f33c0a5b01216084aae9a55c8969f1ba",0,53,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,38,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,11
"055a87a556c30795c297a45deef77d6f",49,50,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0
"e5cc8f7b333a70bbafda13c3e5a5470e",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,22,14,7,6,0,0,0,0,0,0,0,6,0,0,0,0,130,12,70,0,0,5,10,0,0,0,0,0,0
"4843be28316aea5e11f25f3c7e05bbc4",0,0,0,0,0,0,0,0,0,0,0,0,17,14,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,0,0,0,0,0,0,0,13,10,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"c7a3ef873f80fa7aaf22c3e602fcdf1a",9,55,0,0,0,9,0,0,54,58,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,47,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0
"dca0a28a4406978fbcccb240dcbc8992",8,72,0,0,0,0,13,0,74,0,0,13,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,8,0,0,0,14,0,0,0,0,0,0,0,21,16,0,0,0,0,0,10,0,0,0,0,0,2
"946962c5dbaacbbde6d823978a139cbb",0,5,0,0,0,0,0,10,65,14,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,5,9,0,0,0,5,0,0,0,7,0,0,0,7,91,0,0,0,0,4,7,0,0,0,0,0,0
"bf3798c8615b9b7a5886544c9bbdea73",0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,62,0,0,0,0,0,0,165,0,0,0,0,0,7
"79b39a0db5d6473afb55647ee333f3dd",0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,43,0,0,0,0,0,0,33,0,0,0,0,0,0,63,0,0
"938f283eec341492964ed72d3fd08a5b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a34826239e4ed736a539daef358f0ee3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,98,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0
"37ec4b456b2942a6892735b18ccc427f",0,10,0,0,0,0,0,0,45,2,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,13,4,85,0,18,0,0,5,22,0,2,0,3,0,0,0,11,48,0,0,0,0,0,0,0,4,0,0,0,9
"13b26f9a4c175004f25725cbdc85f425",0,9,0,0,0,0,0,0,42,55,0,33,0,0,0,0,0,0,0,0,0,0,0,32,0,11,15,17,0,0,0,9,0,0,0,0,0,0,0,20,0,12,0,0,0,0,0,0,0,0,0,0,16,9,0,0,0,0,15
"c094021016cd4c8850cc6a56b9af8ce9",0,0,0,0,0,0,0,0,0,155,0,105,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"5951bfb7d264c9d2c37d14c6601a5e16",0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,3,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,37,0,0,0,0,0,0,0,0,0,0
"2eaa2dbc5d5f290caea6ee2f34de2ece",0,0,14,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,109,0,42,0,0,0,0,0,0,0,0,0,0,0,0,39,0,36,0,0,0,0,0,0,0,0,0,0
"f26246c1d370d38492f1cba22bd706ee",0,0,0,0,0,23,47,0,60,0,0,0,0,9,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,20,35,0,0,0,0,0,0,0,8,0,0,0,0,0,18,35,0,0,0,0,0,5,5,3
"7eed08b3e2ca2f1d3ef779666bfd4dbc",0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,4,0
"7eaab9ff7659e8defadc3eef23ea4b86",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,167,34,0,0,0,0,0,0,0,0,0,0
"91f8f5dde865e83619dbd2fdab27aad3",0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,31,29,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,51,0,0,0,0,0,0,0,0,0,0
"54a15eaed27ae12b79cb980d22b714f9",0,0,0,0,0,0,0,9,73,116,4,56,20,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"495fdc14440855022258d163fd3e110e",0,0,0,0,0,0,0,0,0,82,11,57,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,28,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"70cdedb50059dcb68e9abf5294130ac0",0,0,0,0,0,0,0,0,0,0,0,10,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4ce4a408cf72fae81142f768a16e4d5d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,153,0,0,0,0,0,0,0,0,0,0
"05ab53e55bb055e43ba4e5e9cf1e75d4",0,85,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,54,0,0,0,0,0,0,19,0,0,0,0,0,0
"485bb227e5ccbd86a255a33b015001aa",0,0,0,0,0,0,0,0,11,0,0,0,30,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,29,19,46,0,0,0,0,0,0,0,46,10,0,0,35,0
"7c542861627ab264c0903046b4e23b08",0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,5,0,0,0,0,0,0,0,0
"7a2f7ff5eea6cc1133edf01b3ba0f56b",0,0,0,0,0,0,14,0,159,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,75,0,0,0,9,0,0,0,0,0,0,0,0,0
"66eb6a2459c829a40f8e00e905303c50",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,97,30,17,0,0,0,0,0,0,0,0,0,0,0,0,70,0,54,0,0,0,0,0,0,0,0,0,0
"e74e0d747e859880bdab640884e0aa16",0,0,0,13,0,27,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,43,0,0,0,0,0,0,0,0,0,0,0
"131614329ebc23bf08ed0ba9dc06d86c",0,0,0,0,0,0,0,0,85,36,0,33,40,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,23,0
"206cf380d818efbb4179a21fb70c6163",0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,11,71,0,0,0,0,0,85,13,0,0,0,0,0,50,0,0
"a2291db66d4965848f1c31b5141f1c04",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,27,0,0,0,81,0,0,0,0,0,0,0,20,0,0,0,0,0,0,31,0,0,0,0,0,0
"571d1f9850b9d146092185cabe2e902f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,0,86,0,0,0,0,0,0,0,0,0,0
"0575e0baa1addaaa507330164e833e17",0,0,0,0,0,0,0,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40f095f8b5e762b5de19a5be6555873c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,0,0,0,0,0,0,0,0,0,0,0,0
"4028ffcbba7b5c82e2391621f5b8ed29",0,22,0,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,16,0,23,0,0,0,8,0,0,0,0,0,0,0,9,18,0,0,0,0
"2716e06a8e94ea8fbf76b58ad11fe2b6",0,0,59,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0
"118840dfa2e5de74f7ab004e5741b110",0,0,0,0,0,0,0,0,0,112,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0
"fffdb24d2b80a2e21fc4d0da3a7b3476",0,0,0,0,0,23,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,23,0,0,0,0,0,0,0,0
"45a66761cf41ed0d70f40a8c97b81751",0,0,0,0,0,0,0,0,23,113,0,100,25,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4453be05485b7c2b190a52f5fd8e4be5",42,28,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,69,8,0,0,0,0,0,0
"e09cf6ba0e58e7bfb02fe6e7305a3edb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,126,0,81,0,0,0,48,0,0,0,0,0,0
"fb5ac9ff283adc7a3dacff649611cd67",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,66,0,0,0,34,0,0,0,0,0,0
"f37300095ce914f085a98e32bb0eb713",0,0,0,0,0,66,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,35,0,0,0,0,0,0,0,15,32,0,48,0,0,0,0,0,0,0,0,0,0
"2ede2abcbc16c2df3776bdb3ffb9a18e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c16a32b93b82f5e1705dc160332c30ce",0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,116,0,0,0,19,0,0,0,0,0,0
"1a8d2f1be17f8c82a3fcf1384804a868",0,0,0,0,0,0,17,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,43,0,0,0,0,0,0,0,46,0,0,0,0,0,0,77,0,0,0,0,0,0,28,0
"23c6d70ce2e58d13b0367b2c59fed0ac",0,38,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,39,0,0,3,0,0,0,39,0,0,0,0,0,29
"dbae79063ba37a1ac1658cedb092c89d",0,0,0,0,0,52,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,15,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0
"e8d538acea102a94dcd1a6090540f330",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,124,0,134,0,0,0,0,0,0,0,0,0,0
"d7a2b12b44e299cd9769864ab1b63c34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,0,0,0,0,0,0,0,0,0,0,0,0
"3bcaf399482545e52c080ba7b2aeeac7",17,206,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
"0ac826ee5348a8191f41d43de561932d",0,9,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,8,0,19,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,6,0,0,0,0,0,0,80,0,111,0,0,0,0,0,0,0,0,0,0
"e4615790a2dc05b06879013aa03513a0",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,29,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0
"2ee50142df779bc04fae28b5240c124b",0,0,11,0,15,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,0,30,0,0,0,0,0,0,0,0,0,0
"149b69f554100362fc9432e77f00816f",0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,0,30
"c835ffbcf99a9599d2a7c38867876fd2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,194,0,0,0,0,0,0,0,0,0,0
"4b453dc88b5f6b2c00c937d67e3d6c89",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,0,0,0,0,0,0,0,0,0,0
"bb5ec19636f2a966dc8e74599252ee19",0,0,0,0,0,78,0,54,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"259ff50635fc32d0d7ac9e3d9316283d",0,0,0,0,0,0,0,0,11,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,18,0,0,0,4,0,35,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"09f4a396f70a9e908d39e5db21d1504e",0,0,0,0,0,0,0,0,0,0,0,0,23,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,19,16,0,0,0,0,28,11,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
"3c0c4c8d7c57e439037c440790104b6a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,75,172,0,0,0,0,0,0,0,0,0,0
"eff9ad1ad725e4c654252e5782fd849e",23,21,0,0,0,23,0,0,0,0,0,0,9,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,50,0,0,0,0,0,0
"db22e5ce6046cfa16a1f6bb40012e3cb",0,0,0,0,0,0,0,0,0,59,0,55,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,85,5,44
"e40bb1bba2b50a2b3e0055bb872eda5d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,101,0,0,0,0,0,0,0,0,0,0
